ASF,FG,MN,ED,INV_LOG,ND,STD,Y
1,0,0.142264546,0.211884903,0.379829515,0,1,0
1,0,0.843501898,0.951876456,0.380750931,0,1,0
1,0,1,1,0.380795664,0,1,0
1,0,0.486512018,0.913175523,0.380466284,1,1,0
1,0,1,1,0.380971165,0,1,0
1,0,1,1,0.381205542,0,1,0
1,0,0,0.355010095,0.381005236,1,1,0
1,0,1,1,0.380363173,0,1,0
1,0,0.628936836,0.874378511,0.381018717,0.986194802,1,0
1,0,1,1,0.379790968,0,1,0
1,0,1,1,0.380226886,0,1,0
0,0,1,1,0.380287572,0,1,0
0,1,1,1,0.380304371,0.059006576,1,0
1,0.284948846,0.129010741,0.530604113,0.381998658,1,0.182599013,0
0,0,1,1,0.381594926,0,1,0
1,0,1,1,0.380495242,0,0.906514437,0
1,1,0.974229886,0.62257769,0.37746484,0,1,0
1,0,0,0,0.380910358,0,0,0
1,0,0.050690888,0,0.378921385,0,0.045642169,0
1,0,1,1,0.379904979,0,1,0
1,1,0.297534303,0.012772797,0.379147168,0,0.77998474,0
1,0,0.546677121,0.505323125,0.382017053,0,0,1
0,0,0,0,0.381375244,0,0,1
1,0,1,1,0.381785344,0,0.235218909,1
1,0,0.571902487,0.510178581,0.381819084,0.430020181,0,1
1,0,0.441196785,0.422721574,0.381385197,0,0,1
1,0,0.45758494,0.165026215,0.380936773,0,0,1
1,0,0.96339118,0.902093591,0.38162838,0,0,1
1,0,0.450861818,0.227457068,0.381357259,0,0,1
1,0,0.216505822,0.134402,0.381757267,0,0,1
1,0,0.572564792,0.421525942,0.3814474,0.154413035,0,1
1,0,1,1,0.381695828,0,0.601874858,1
1,0,1,1,0.381683698,0.171300248,0.238347892,1
1,0,0.612735959,0.80371784,0.381471323,0,0.086840087,1
0,0,0,0,0.38194231,0.252752348,0,1
0,0,0,0,0.381249668,0,0,1
1,0,1,1,0.381337436,0.246693141,0.522089496,1
1,0,0,0,0.381224213,0,0,1
1,0,0,0,0.381325357,0,0,1
1,0,1,1,0.381223999,0,0.624687023,1
1,0,0.971282493,1,0.381256633,0,0.572807882,1
0,0,0,0,0.380942071,0,0,1
1,0,1,1,0.381396113,0,0.452305051,1
1,0,1,1,0.381455315,0,0.588971474,1
1,0,0,0.046976824,0.380950319,0.170249975,0,1
1,0,0.654413508,0.360580232,0.380915943,0,0,1
1,0,0.783167019,1,0.380826471,0,1,0
1,0,0.377343818,0,0.379274382,0,1,0
1,0,1,1,0.379017107,0,1,0
1,0,0.722579624,0,0.381391967,0,1,0
1,0,1,0.806002367,0.381098604,0,1,0
0,0.13339159,0,0,0.379154964,0,1,0
0,0,0,0,0.378242401,0,1,0
1,0,0.998546165,0.686367858,0.379878286,0,1,0
0.806537932,0,0.179336883,0,0.381311195,0,1,0
0.005368377,0,0.175219962,0,0.380575571,0,1,0
0.727108436,0,0.480746845,0,0.379268177,0,1,0
1,0,1,0.930522526,0.380881208,0,1,0
1,0,1,0.917586975,0.381300699,0,1,0
0.459568385,0,0.148275789,0,0.380387682,0,1,0
1,0,0.228117444,0.157767638,0.381068558,0.448203111,1,0
1,0,1,0.858062478,0.380624087,0,1,0
1,0,1,0.919106831,0.379775921,0,1,0
0.331320173,0,0,0,0.380185493,0,1,0
1,0,1,1,0.379680562,0,1,0
1,0,0.637249779,0.248919283,0.380571085,0,1,0
1,0,1,1,0.380904987,0,1,0
1,0,1,1,0.380636943,0.49999573,1,0
1,0,1,1,0.380945603,0.485348449,1,0
1,0,1,1,0.380507712,0.657196865,1,0
1,0,0.888351436,0.591484842,0.381082272,0,1,0
1,0,1,1,0.380256332,0.9912734,1,0
1,0,1,1,0.380391194,0.11545788,1,0
1,0,0.996398919,1,0.380311768,0,1,0
1,0,0.194429892,0.334616074,0.38063193,1,1,0
1,0,1,1,0.38007639,0,1,0
1,0.609127585,0,0,0.37990015,1,0,0
1,0,1,1,0.382195191,0.469358963,0.643834314,0
0.10708029,0,0,0,0.381530136,0,0,0
1,0,1,1,0.379176127,0,1,0
0.23390946,0,1,1,0.38035863,0.031998564,1,0
1,0,1,1,0.38124114,0,0.039013318,0
1,0,1,1,0.381378723,0,0.758626546,0
1,1,1,0.843026464,0.381435944,0,1,0
1,0,1,1,0.379809792,0,0.968383042,0
0.229652358,0,0,0,0.382019871,0,0,0
1,0,0.075308987,0.284185416,0.381585398,0,0,1
0.87588369,0,0,0,0.381170822,0,0,1
1,0,0.24259423,0.475433658,0.381590795,0,0,1
1,0,0.342714697,0.232623733,0.381303921,0,0,1
0,0,0,0,0.381272511,0,0,1
1,0,0.303127007,0.182752257,0.380824915,0,0,1
1,0,0.47104632,0.68143326,0.381723722,0,0,1
1,0,0.257219839,0.45743309,0.381582519,0,0,1
0.303330213,0,0,0,0.381386234,0,0,1
1,0,0.512805581,0.466783603,0.381201405,0,0,1
1,0,0.546563713,0.267746305,0.380853558,0,0,1
0,0,0,0,0.381553149,0,0,1
1,0,0.074705878,0.071069289,0.380956348,0,0,1
1,0,1,1,0.381306503,0,0.21815537,1
1,0,0.93130224,1,0.38145379,0,0,1
0.630822156,0,0.389182796,0,0.380903864,0,0,1
0.357936555,0,0,0,0.381289304,0,0,1
0.688021878,0,0.087601533,0,0.381765925,0,0,1
0.737104149,0,0,0,0.381422934,0.598317017,0,1
0.079596331,0,0,0,0.382111371,0,0,1
0.558470026,0,0.154393328,0,0.381194221,0,0,1
1,0,0.501517267,0.208665317,0.38134623,0,0,1
0.241111305,0,0,0,0.381813751,0,0,1
0.683205574,0,0,0,0.380545083,0,0,1
0,0,0.009378469,0,0.381944636,0,0,1
1,0,0.921243676,0.153872787,0.380292724,0,1,0
1,1,0.584122262,0.349205911,0.38070576,0,1,0
1,0,0.780233803,0.026873501,0.380729579,0,1,0
1,0,0,0,0.380802908,0,1,0
1,0,0,0,0.379922201,0,1,0
1,0,0.567088057,0,0.38109607,0,1,0
1,0,0.38617135,0,0.381609085,0.814573114,1,0
0.889291965,0,0,0,0.380677164,0,1,0
1,0,0.035701991,0,0.381079973,0,1,0
1,0,0.290280571,0,0.380733143,0,1,0
0.797754138,0,0,0,0.380499915,0,1,0
0.919101539,0,0,0,0.38081096,0,1,0
0,0,0,0,0.380131542,0.234632907,1,0
0.547162095,0,0,0,0.380960116,0,1,0
1,0,0.076876643,0,0.381182302,0,1,0
1,0,0.30022655,0,0.381073456,0,1,0
1,0,0.141094335,0,0.380691255,0,1,0
0.764950304,0,0,0,0.380381037,0,1,0
1,0,0,0,0.38006629,0.07205601,1,0
1,0,0.399438642,0,0.380438063,0,1,0
1,0,1,0.690323295,0.380917735,0,1,0
1,0,0.082866982,0,0.381040556,1,1,0
1,0,1,0.822447875,0.380943284,0,1,0
1,0,0.232116447,0,0.381010276,0.897828198,1,0
1,0,0,0,0.38112044,1,1,0
1,0,0.981959279,0.326011346,0.380752005,0,1,0
1,0,1,1,0.380752928,0,1,0
1,0,1,1,0.380772217,0,1,0
1,0,1,0.899868796,0.379827675,0,1,0
1,0,1,0.632172964,0.380711006,0.243391394,1,0
1,0.823300648,1,1,0.380545719,0,1,0
1,0.991932558,0.114349098,0,0.380632769,0,0,0
0.493134334,1,0.971523126,0,0.381641714,0,0,0
0,0.600002533,0,0,0.380572164,0,0,0
0,1,0,0,0.380553401,0,0,0
1,1,1,1,0.379471565,0,1,0
1,1,0.859275355,0,0.380749357,0,0,0
1,0,1,1,0.380014293,0,1,0
1,0,1,1,0.382251815,0,0,0
1,0,1,1,0.381129517,0,1,0
1,0,1,1,0.381071494,0,0.264271155,1
1,0,1,1,0.380828631,0.281435695,0.402165774,1
1,0,1,1,0.381163723,0,0.252939371,1
1,0,1,1,0.381716804,0,0,1
1,0,0.566943,0.586632853,0.380980661,0,0,1
1,0,0.668916816,0.527781608,0.38196266,0.223568025,0,1
1,0,1,0.936018826,0.381718846,0.217633178,0,1
1,0,1,1,0.381402098,0,0,1
1,0,1,1,0.381335817,0,0.531095703,1
1,0,0.822780175,0.563761577,0.38137168,0,0,1
1,0,0.51897574,0.530616691,0.381477324,0,0,1
0.998401319,0,0.606489075,0.162217216,0.382096885,0,0,1
1,0,0.874458039,0.632342038,0.380807353,0,0,1
1,0,0.622584781,0.329982698,0.381069822,0,0,1
1,0,1,1,0.381523096,0,0.123986417,1
1,0,0.420111307,0.421571009,0.381347762,0,0,1
1,0,0.693303476,0.661834315,0.381452564,0,0,1
1,0,0.829885579,0.658533868,0.381239169,0,0,1
1,0,0.801241938,0.421313941,0.382198453,0,0,1
1,0,0.927631794,0.998477297,0.38120534,0,0,1
1,0,1,0.927723444,0.381383509,0,0,1
1,0,1,1,0.381431341,0,0,1
1,0,0.638906432,0.76992588,0.381166379,0,0,1
0,0,0,0,0.382187298,0,0,1
1,0,0.451237422,0.630520229,0.38128559,0,0,1
1,0,0,0,0.379712067,0,1,0
1,0,0,0.178666599,0.380314015,0,1,0
1,0,0.173035264,0.799056035,0.380288842,0,1,0
1,0,1,1,0.380666292,0,1,0
1,0,0.788467634,0.666994454,0.380449804,0,1,0
0.871395676,0,0,0,0.380991167,0.701774433,1,0
1,0,0,0,0.380043455,0,1,0
0,0,0,0,0.379678875,0,1,0
0,0,0,0,0.380235446,0,1,0
0.032246905,0,0,0,0.380204969,0,1,0
0,0,0,0,0.379885976,0,1,0
1,0,0,0,0.381067939,0,1,0
0,0,0,0,0.379867107,0,1,0
1,0,0.777035776,0.798054556,0.38068851,0,1,0
1,0,0.209307263,0.370911456,0.380682898,0,1,0
1,0,1,1,0.380936082,0,1,0
1,0,1,1,0.38093475,0,1,0
1,0,0.922874111,1,0.380830766,0,1,0
1,0,0.523073985,0.994498849,0.380717983,0,1,0
1,0,0.879991679,1,0.380365619,0,1,0
1,0,0,0,0.380983057,1,1,0
1,0,1,1,0.380949512,0.246574966,1,0
1,0.236114357,0.695289882,1,0.380063132,1,1,0
1,0,0,0,0.380910754,0,1,0
1,0,0.914050087,0.781230902,0.380795626,0,1,0
1,0,0.960803846,1,0.380864984,0.004106724,1,0
1,0,1,1,0.380839433,0.106164005,1,0
1,0,0.701940069,0.821004658,0.38066582,0,1,0
1,0,1,1,0.381072484,0,1,0
1,0,1,1,0.380765383,0,1,0
1,0,0,0,0.381288643,1,0,0
1,0,1,1,0.380350411,0,0.537622057,0
1,0,1,1,0.380586572,0,0,0
1,0,0.930891135,0.913150323,0.382670539,0,0,0
0.23300421,1,0,0,0.380762248,0,0,0
1,0,1,1,0.381975996,0,0,0
1,0,1,1,0.381229768,0,0.871794139,0
1,1,1,0.126724869,0.380360552,0.605425722,1,0
1,0,1,1,0.381020398,0.51131246,0.58779718,0
1,0.002263359,0.238937914,0.8962064,0.380057473,0,0.912400235,0
1,0,1,1,0.381197715,0,0.015975902,1
0.671445358,0,0.312554306,0.046636079,0.38199353,0,0,1
1,0,0.571380319,0.536188926,0.381296645,0,0,1
1,0,1,1,0.381489712,0,0,1
1,0,1,1,0.380892973,0,0.373466054,1
1,0,1,0.833040204,0.38111867,0,0,1
1,0,0.398453848,0.473563863,0.381533721,0,0,1
1,0,1,1,0.381143663,0,0,1
0.577711933,0,0,0,0.381299584,0,0,1
0.138899064,0,0,0,0.381605612,0,0,1
1,0,1,1,0.381361292,0,0.147557798,1
1,0,1,1,0.38115149,0,0.76925814,1
1,0,1,0.937341285,0.381955804,0,0,1
1,0,1,1,0.381414171,0,0.247215788,1
0.776080492,0,0,0,0.381399957,0,0,1
1,0,1,1,0.381174107,0,0,1
1,0,0.027151929,0.438626927,0.381465961,0.114289511,0,1
1,0,1,1,0.381090192,0,0,1
0,0,0,0,0.381541297,0,0,1
1,0,0.718251331,0.562462025,0.381331943,0,0,1
1,0,1,1,0.381797202,0,0.188287904,1
1,0,0.567457475,0.411393352,0.381190612,0,0,1
1,0,1,1,0.380758689,0,1,1
1,0,0.102408052,0.560936271,0.381086151,0,0,1
1,0,1,1,0.381968372,0,0,1
1,0,0.838409356,0.888960058,0.380528849,0,1,0
1,0,0.462134678,0,0.380410411,0,1,0
0.592181599,0,0.203887245,0,0.380491104,0,1,0
1,0,1,0.909998617,0.380491118,0,1,0
0.480293696,0.38900444,0,0,0.381547423,0,1,0
0,0.693377455,0,0,0.379952984,0,1,0
0.734148951,0,0.378744378,0,0.37995804,0,1,0
1,0,1,0.77879535,0.380606497,0,1,0
1,0,0.217812456,0,0.37886322,0,1,0
0,0.90298951,0,0,0.379327342,0,1,0
1,0,0.726944219,0.450884658,0.380940911,0,1,0
1,0,0.287319317,0,0.3808791,0,1,0
0.188189164,0,0,0,0.380691733,0,1,0
1,0,0.706684002,0.11502649,0.38062521,0,1,0
1,0,0.846822577,0.508403765,0.380938661,0,1,0
1,0,0.533438738,0,0.380940819,0,1,0
1,0,1,0.82230638,0.38049116,0,1,0
1,0,1,1,0.381027764,0,1,0
0.86376223,0,0.051203649,0,0.380616196,0,1,0
1,0,0.820991244,0.547134657,0.380337941,0,1,0
1,0,0.941987348,0.859689273,0.380906946,0,1,0
1,0,1,1,0.380986221,0.002447719,1,0
1,0.192332771,0.253083622,0,0.381293753,1,1,0
1,0,1,1,0.380873904,0,1,0
1,0,1,1,0.380812489,0,1,0
1,0.192332771,0,0,0.381315935,1,1,0
1,0,1,1,0.380735522,0,1,0
1,0,1,1,0.380719384,0,1,0
1,0,1,1,0.380570495,0,1,0
1,0,1,1,0.380980262,0,1,0
0,1,0,0,0.38338613,0,0,0
0,1,1,1,0.38108149,0,1,0
1,1,0.994989197,0.729764853,0.381324839,0,0.339817055,0
0,1,1,1,0.382253145,0,1,0
0.950726364,0.131804645,1,1,0.378882967,0,1,0
1,1,0,0,0.380635084,0,0,0
1,1,1,0.985814394,0.381115928,0,1,0
1,0.119293065,0.006132954,0,0.382168119,0,0,0
1,0,1,1,0.380619477,0,1,0
1,0.812727375,1,1,0.379210898,0,0.98352239,0
1,0,1,1,0.38055605,0,0.389347453,1
1,0,0.824435921,1,0.381908279,0,0,1
1,0,1,1,0.381789627,0,0,1
1,0,0.526285689,0.84730941,0.38166642,0,0,1
1,0,1,1,0.381819385,0,0.208474283,1
1,0,0.995763882,1,0.381094667,0,0,1
1,0,0,0.276068164,0.381790389,0,0,1
1,0,0.591756206,0.812769582,0.381560898,0,0,1
1,0,0,0,0.38162367,0,0,1
1,0,0.398923718,0.594311858,0.381586887,0,0,1
1,0,0.762584415,1,0.38109448,0,0,1
1,0,0.854683716,0.44043305,0.380598568,0,0.462484011,1
1,0,0.941857698,1,0.381272539,0,0.113545696,1
1,0,0,0,0.381182912,0,0,1
1,0,1,1,0.381282238,0,0.675989727,1
1,0,1,1,0.381439237,0,0.020067564,1
1,0,1,1,0.381462335,0,0.614238645,1
1,0,1,1,0.381106222,0,0.614975233,1
1,0,0.556082323,0.708017284,0.381691899,0,0,1
1,0,0,0.3083266,0.381471832,0,0,1
1,0,0.695862701,1,0.381554268,0,0,1
1,0,1,1,0.381336975,0,0.20600048,1
1,0,0,0.008400736,0.381681977,0,0,1
1,0,0.878842144,1,0.381045118,0,0.071495768,1
1,0,1,1,0.381265758,0,0.765101103,1
1,0,1,1,0.380385935,0,1,0
1,0,0.10834801,0.031397766,0.379987899,0,1,0
1,0,1,1,0.38062129,0,1,0
1,0,1,0.529118758,0.381245298,0,1,0
0,0,0,0,0.380797861,0,1,0
0,1,0,0,0.379789191,0,1,0
1,0,0.56035104,0.279749065,0.379312949,0,1,0
1,0,1,0.622256664,0.380734089,0,1,0
0,0,0.333226793,0,0.380713509,0,1,0
0.441550664,0,0.964890342,0.049251538,0.379910138,0,1,0
1,0,1,0.397446357,0.380533716,0,1,0
1,0,1,0.656191859,0.380615124,0,1,0
0,0,0.395917821,0,0.380499381,0,1,0
1,0,1,0.717043868,0.380491815,0,1,0
1,0,0.595808382,0,0.380586998,0,1,0
1,0,1,0.610083713,0.380791508,0,1,0
1,0,0.967526773,0.145758148,0.380767463,0,1,0
1,0,1,0.191799029,0.380461412,0,1,0
1,0,1,0.649617872,0.380837486,0,1,0
1,0,1,0.916731748,0.38076991,0,1,0
1,0,1,0.980623601,0.380650357,1,1,0
1,0,1,0.703762612,0.38084923,1,1,0
1,0,1,0.741639268,0.381050473,0.55832558,1,0
1,0,0.207367546,0,0.380690275,1,1,0
1,0.350378776,1,0.706200504,0.381373811,0,1,0
1,0,1,0.718423363,0.380327732,0,1,0
1,0,1,1,0.380872671,0,1,0
1,0,1,1,0.38064995,0,1,0
1,0.399791835,1,1,0.380845157,0.98999606,1,0
1,0,1,1,0.380409185,0,1,0
0,1,0,0,0.380996745,0,0,0
1,0,1,1,0.380492856,0,0.92963363,0
1,0,1,1,0.380367632,0,1,0
1,0,1,1,0.380888859,0,0.78182682,0
1,0.180776937,1,1,0.380550944,0,1,0
0,1,0,0,0.380668849,0,0,0
1,0,1,1,0.382030463,0,0.427359283,0
1,0,1,1,0.381565015,0,0.585630563,0
1,0,1,1,0.381262553,0.117852973,0.021979539,0
1,1,1,1,0.380882847,0,1,0
1,0,1,1,0.381302635,0,0,1
1,0,1,1,0.38109564,0,0,1
1,0,1,1,0.381516034,0,0,1
1,0,1,1,0.381293021,0,0,1
1,0,1,1,0.381319141,0,0,1
1,0,1,1,0.381040122,0,0,1
1,0,1,1,0.38086509,0,0,1
1,0,0.969595762,0.709045307,0.381493371,0,0,1
1,0,1,1,0.381742968,0,0,1
1,0,1,1,0.38105406,0,0,1
1,0,1,1,0.381070054,0,0,1
1,0,1,1,0.380620642,0,0.053730631,1
1,0,1,1,0.380568803,0,0,1
1,0,1,1,0.381831471,0,0,1
1,0,1,1,0.381471454,0,0,1
1,0,1,1,0.381178879,0,0,1
1,0,1,1,0.381216475,0,0,1
1,0,1,1,0.381993558,0,0.275395001,1
1,0,1,1,0.381745865,0,0,1
1,0,1,1,0.381442217,0,0.330150478,1
1,0,1,1,0.381073475,0,0.39807192,1
1,0,1,1,0.381436647,0,0.10208131,1
1,0,1,1,0.381671936,0,0,1
1,0,0.960608636,1,0.381469145,0,0,1
1,0,1,1,0.381344202,0,0,1
1,0,0.442244679,1,0.38025929,0,1,0
0,0,0,0,0.380050928,0,1,0
1,0,0.584272182,1,0.380257516,0,1,0
1,0,1,1,0.380033038,0,1,0
1,0,0.371738329,1,0.380897987,0,1,0
1,0,0.863167382,0.655058775,0.38055459,0,1,0
0,0,0,0,0.380003903,0,1,0
0.877098865,0,0.008539175,0,0.380274319,0,1,0
1,0,0.366783177,0.907105491,0.380730904,0,1,0
0,0,0,0,0.37990521,0,1,0
1,0,0.359846822,0.335847744,0.380539087,0,1,0
0.186032493,0,0,0,0.381641111,0,1,0
0,0,0,0,0.379759425,0,1,0
1,0,0,0.217733069,0.380870884,0,1,0
0,0,0,0,0.380110143,0,1,0
1,0,0,0.262315641,0.380818494,0,1,0
1,0,1,1,0.380997498,0,1,0
1,0,0.412132013,0.665456278,0.380580734,0,1,0
1,0,0.5724632,0.768577117,0.38091242,0,1,0
1,0,0.125417108,0.343558993,0.381100553,0,1,0
1,0,1,1,0.380751207,0,1,0
1,0,1,1,0.381174105,0.243304706,1,0
1,0,0.541499083,0.880004459,0.380889266,0.044513182,1,0
1,0,1,1,0.380789872,0,1,0
1,0.239167775,0,0,0.38040556,0.795901493,1,0
1,0.44091298,0,0,0.380882746,1,1,0
1,0,0,0.032142443,0.380705662,0.525879255,1,0
1,0,1,1,0.381028447,0,1,0
1,0,1,1,0.380498457,0,1,0
1,0,0.457103765,1,0.380920422,0,1,0
1,0.571352899,0.375870332,0,0.378967749,0,0.525415657,0
1,0,1,1,0.382172333,0,0.139254366,0
1,0.942175558,1,1,0.378476781,0,1,0
1,0,1,1,0.3802282,0,0.975852244,0
0,0,0,0,0.380764294,0,0,0
1,0,1,1,0.381819504,0,0.367471343,0
1,0,1,1,0.381176208,0,0.349604864,0
1,0,0,0.234795565,0.381995631,0,0,0
0,0,0,0,0.38134423,0,0,0
1,1,0.492514925,0,0.379360815,0,1,0
1,0,0.108984324,0.606924245,0.381349388,0,0,1
1,0,0.098793774,0.824453914,0.381115808,0,0,1
0.089671338,0,0,0,0.38145925,0,0,1
0.049378432,0,0,0,0.381197847,0,0,1
1,0,0.046436174,0.389934839,0.381066591,0,0,1
0.668989495,0,0,0,0.381304466,0,0,1
1,0,1,1,0.381457597,0,0.274208187,1
1,0,1,1,0.381646403,0,0.767598362,1
1,0,0,0.352136516,0.381419291,0,0,1
1,0,1,1,0.381862863,0,0,1
0.590736584,0,0,0,0.380809717,0,0,1
1,0,0.708540861,0.765872,0.381375385,0,0,1
0.067911034,0,0,0,0.381222955,0,0,1
1,0,0.618505256,0.757108727,0.381693993,0,0,1
0,0,0,0,0.382047178,0,0,1
0.635384349,0,0,0,0.381249324,0,0,1
0.049549662,0,0,0,0.381373761,0,0,1
1,0,0.222599725,0.609566254,0.381709326,0,0,1
1,0,0.112193394,0.395358817,0.380930917,0,0,1
0,0,0,0,0.381768198,0,0,1
0.538559483,0,0,0,0.381469552,0,0,1
0,0,0,0,0.382170476,0,0,1
0,0,0,0,0.381275033,0,0,1
0.11038568,0,0,0,0.381279689,0,0,1
0,0,0,0,0.380858031,0,0,1
0,1,0,0,0.379843421,0,1,0
0.524004678,0,0.526721967,0,0.380615748,0,1,0
1,0.649885888,1,0.873461073,0.380264675,0,1,0
0.680188718,0,0.437750761,0,0.380455867,0,1,0
1,0,0.518789528,0.058284646,0.380907624,0,1,0
0,0,0,0,0.380501104,0,1,0
1,0,0.968841424,0.405199642,0.380774593,0,1,0
1,0,1,0.63102134,0.38058168,0,1,0
0.511546269,0,0.173739763,0,0.380063794,0,1,0
0.505324512,0,0.664417309,0.019819075,0.380465519,0,1,0
1,0,1,0.709747788,0.380753536,0,1,0
1,0,1,1,0.380578524,0,1,0
0.771175575,0,0.718007551,0,0.380665019,0,1,0
1,0,0.990985839,0.599632535,0.380210506,0,1,0
1,0,1,1,0.381039868,0,1,0
1,0,0.990771572,0.538720791,0.381020349,0,1,0
1,0,1,0.783981859,0.380531082,0,1,0
1,0,1,0.923006965,0.380540541,0,1,0
1,0,0.845692851,0.416540007,0.38066325,0,1,0
1,0,1,0.959728019,0.380424625,0,1,0
1,0,0.68344407,0.849129001,0.380597095,0,1,0
1,0,1,1,0.380485932,0.971341345,1,0
1,0,1,0.652188603,0.381018745,1,1,0
1,0,1,1,0.380580107,0,1,0
1,0.18945723,0.973791822,0.710663109,0.379938015,0.344766044,1,0
1,0,1,1,0.380300697,0,1,0
1,0,1,1,0.380663309,0,1,0
1,0,1,1,0.380794457,0.263992573,1,0
1,0,1,1,0.380396601,0,1,0
1,0,0.638101364,0,0.380859785,1,1,0
0,0.551026486,0,0,0.381121014,0,0,0
1,0,1,1,0.380005343,0,0.598946243,0
1,0.551026486,0.766637784,0.632733704,0.379931136,0,0,0
1,0.00632077,0.25432851,0.383043816,0.379965639,0,0,0
1,0.920623585,0.696765052,0.950019678,0.381464263,0,0,0
0,0.010339785,1,1,0.379590036,0.264003457,1,0
1,0.551928894,1,1,0.38074762,0,0,0
1,0,0.393941214,0,0.381487853,0,0,0
1,0,1,1,0.381638693,0,0.158074104,0
0,1,0,0,0.379879238,0,0,0
1,0,0.257039292,0.687262518,0.381626977,0,0,1
1,0,1,1,0.381591775,0,0.347956164,1
1,0,1,1,0.381467352,0,0.079825023,1
1,0,1,0.935023112,0.381978418,0,0,1
1,0,0.991690124,1,0.381126882,0,0,1
0,0,0,0,0.381789894,0,0,1
1,0,1,0.928818273,0.38207654,0,0,1
1,0,1,1,0.380953835,0,0.964076888,1
1,0,1,1,0.381737268,0,0,1
1,0,0.401839717,0.90267689,0.381426988,0,0,1
1,0,1,1,0.38129488,0,0.604277484,1
1,0,0.716555282,1,0.381842536,0,0,1
1,0,1,0.923930668,0.381527796,0,0,1
1,0,1,1,0.381111471,0,0.222559265,1
1,0,1,1,0.381877318,0,0.15863901,1
1,0,0.167359546,0.603275215,0.381465709,0,0,1
1,0,0.290910941,0.374521332,0.381477021,0,0,1
1,0,1,1,0.381163404,0,0.231924152,1
1,0,1,1,0.381229351,0,0,1
1,0,1,1,0.380957049,0,0.517267166,1
1,0,1,1,0.381557807,0,0.285205625,1
1,0,0.967297752,1,0.381624475,0,0,1
1,0,0.709075942,1,0.381740518,0,0,1
1,0,1,1,0.382005635,0,0,1
1,0,0.491913556,0.500235296,0.380866483,0,0,1
1,0,0.789187867,0.475554278,0.380946918,0,1,0
1,0,0.403963514,0.291322791,0.380443072,0,1,0
1,0,0,0.12027693,0.379737339,0,1,0
1,0,0.534429235,0.132220608,0.380416906,0,1,0
1,0,1,1,0.380697953,0,1,0
1,0,0.193185666,0,0.380551821,0,1,0
1,0,0.370320348,0.055009938,0.380198833,0,1,0
0.63163187,0,0,0,0.379450126,0,1,0
1,0,0.512672053,0.864297353,0.379084193,0,1,0
0.84416522,0,0,0,0.378670468,0,1,0
1,0,0.050889199,0,0.380160387,0,1,0
0.750400125,0,0,0,0.379632287,0,1,0
0,0,0,0,0.380159894,0.143986732,1,0
1,0,0.326214844,0,0.380190759,0,1,0
1,0,0.544701352,0.504508624,0.381035011,0,1,0
1,0,1,0.94832431,0.379907787,0,1,0
1,0,0.80473422,0.491946456,0.380456975,0,1,0
1,0,0.96632503,0.900697296,0.379872887,0,1,0
1,0,0.47077927,0.343315524,0.379715447,0,1,0
0.994717972,0,0,0,0.380662993,0,1,0
1,0,1,1,0.381055254,0,1,0
1,0,0,0.410288273,0.381348271,0.936411733,1,0
1,0,0,0.220741609,0.380848516,0.386809669,1,0
1,0,0.964697054,1,0.379471743,0.75169068,1,0
1,0,0.290272662,0.43609955,0.380140931,0,1,0
1,0,0.580232334,0.486313483,0.380649346,1,1,0
1,0,0,0.103335242,0.380483326,1,1,0
1,0,0.173187438,0.30739893,0.38103326,0.102509286,1,0
1,0,0,0,0.381338645,0,1,0
1,0,1,1,0.379947575,0,1,0
1,0,1,1,0.378430768,0,1,0
1,1,1,1,0.38139196,0.361252892,1,0
1,0,0,0.190733857,0.382379613,0,0,0
0.618318618,0,1,1,0.380144173,0,1,0
0.694895069,0.103396037,1,1,0.380387011,0,1,0
1,0,1,1,0.379625791,0,0.386544169,0
1,1,1,1,0.38053267,0,1,0
1,0,0.211824346,0.768744219,0.381834313,0,0,0
1,0,1,1,0.38204686,0,0.214065528,0
0,1,0,0,0.381196169,0,0,0
1,0,0,0.019293042,0.381883779,0,0,1
1,0,1,1,0.381191239,0,0.373170978,1
1,0,1,1,0.381439762,0,0.122533844,1
1,0,1,1,0.381215085,0,0.602591485,1
1,0,1,1,0.381600528,0,0.4227599,1
1,0,1,1,0.381590456,0,0.217628078,1
1,0,1,1,0.381112106,0,0.945102885,1
1,0,0.469446705,1,0.381232993,0,0,1
1,0,0.969681461,1,0.381971665,0,0,1
1,0,1,1,0.381062831,0,0.597392928,1
1,0,0.824218028,1,0.380665949,0,0,1
1,0,0.840588585,1,0.382015532,0,0,1
1,0,1,1,0.381484627,0,0.576202766,1
1,0,1,1,0.381631976,0,0.012942309,1
0.507504894,0,1,1,0.380860964,0,1,1
1,0,1,1,0.381562581,0,0.202319465,1
1,0,0.815298542,1,0.381698971,0,0.093313445,1
1,0,0.857189706,1,0.381144471,0,0.092984361,1
1,0,1,1,0.380991875,0,0.603878789,1
1,0,1,1,0.381446821,0,0.476700663,1
1,0,1,1,0.381304748,0,0.24943868,1
1,0,1,1,0.381010096,0,1,1
1,0,1,1,0.38168201,0,0,1
1,0,1,1,0.381554662,0,0.20729949,1
1,0,1,1,0.381085594,0,0.258583264,1
0,1,0,0,0.386399934,1,0,0
1,0,1,1,0.381004344,0,1,1
1,0,1,1,0.381253892,0,1,1
1,0,1,1,0.381485329,0,1,1
1,0,0.794364099,0.004966676,0.38131993,0,0.417677496,1
1,0,1,0.654892649,0.380660209,0,1,1
