ASF,FG,MN,ED,INV_LOG,ND,STD,Y
0.293557438,0,1,1,0.250291832,0,0.211557047,1
0,1,0,0,0.250346925,0,0,1
0.724759223,0,1,1,0.250228321,0,0.700640038,1
0,0,0.513647752,0,0.250375215,1,0,1
0,0,0.070492677,0,0.250362142,0.467566179,0,1
0,0,0.255600646,0.0010407,0.25031032,0.655155427,0,1
0.74776052,0,1,1,0.250296281,0.698835329,0.601861699,1
0.020166948,0,1,0.824444477,0.250273162,0,0,1
0.612269554,0,1,1,0.250311193,0.608417067,0.239761481,1
0.017469357,0,0.909159394,0.888944178,0.250316635,0.423467334,0,1
0.320165571,0,1,1,0.250273623,0.631712211,0.009375166,1
0.103975709,0.155993853,1,1,0.250357432,0.838970267,0,1
0,0.031166482,1,0.528746623,0.250282728,0,0,1
0.085795095,0,1,1,0.250289259,0,0,1
0,0,0,0,0.250230949,1,0,0
0,0.135265021,0,0,0.250169006,1,0,0
0,0,0,0,0.250182267,1,0,0
0,0,0,0,0.250185006,1,0,0
0,0.144545013,0,0.502653407,0.250224231,1,0.367625851,0
0,0,0.609700945,0.271228834,0.25058032,0.200394662,0.266031324,1
1,0,0.972653202,1,0.250547896,0,0.862968336,1
1,0.730871628,1,1,0.25063112,0.365721087,1,1
1,0.034831838,0.686799186,0.971801906,0.250594834,0,0.684988881,1
0,0,0.20669124,0.131589261,0.250577746,0,0.062599153,1
0,0,0,0.404887604,0.250618344,0,0.343376742,1
0,0.27204557,0,0,0.250626926,0,0,1
0,0,0,0,0.250633211,0,0,1
1,0,0.62764055,1,0.250606054,0,1,1
1,0,1,1,0.250659902,0.846260136,1,1
0,0,0.878821461,0.483974082,0.250676583,0.641048789,0.112938398,1
1,0,1,1,0.250634636,0,1,1
1,0,0.307537703,0.813713611,0.250604833,0,0.744556581,1
1,0,1,1,0.250617642,1,1,1
1,1,0.755093432,0.845667093,0.25054412,0.044982646,0.389276411,1
1,0.889463604,1,1,0.250624054,0,1,1
1,0.503013102,0.791895762,1,0.250621087,0,1,1
1,0,1,1,0.250660241,0,0.495612767,1
1,0,1,1,0.250639127,1,1,1
1,1,1,1,0.250623593,0,1,1
1,0,1,1,0.250646126,0.711798845,1,1
1,1,1,1,0.250588905,0,0.749688458,1
1,0,1,1,0.25055022,0,1,1
0,0.296792231,0,0,0.250690582,0.399260873,0,1
1,0.429887732,0.37918167,1,0.250615444,0.007929351,1,1
0,0,0.126501969,0,0.250533816,0.611760809,0,0
0,1,0,0,0.250573892,1,0,0
0,0,0.138558144,0,0.250474652,1,0,0
0,0,0.776111742,0.442025626,0.250550325,1,0,0
0,0,0,0,0.250504794,1,0,0
1,1,1,1,0.250859171,0.666297519,1,1
0,0,0,0.14553931,0.250953968,0,0.508038568,1
0,0,0,0,0.250920262,0,0,1
0,0,0,0.177201076,0.250945977,0,0.420656359,1
0,0,0,0,0.250938934,0,0.672872358,1
1,1,1,1,0.250990679,0,1,1
0,0,0,0,0.250942348,0.226537908,0,1
0,0,0,0,0.250946817,0,0.27845588,1
1,0,0.934622247,0.897060452,0.250890686,0.128622556,0.953184128,1
1,0,1,1,0.250953546,0,1,1
1,0,0,0,0.250940397,0,1,1
1,0,1,1,0.250922432,0.542913809,1,1
1,0,0.161080281,0.365810532,0.250964046,0,0.501087717,1
1,0,0,0.211319526,0.250908529,0,0.838499211,1
1,0,0.708027961,0.943914119,0.250927973,0,0.984166561,1
1,0,0.006154612,0.657110604,0.250920896,0,0.900106712,1
0,0,0,0,0.25092445,0.233271995,0.216718329,1
1,0.56128468,1,1,0.250867998,0.037817762,1,1
1,0,0.691017709,1,0.250940161,0,1,1
1,0,0.919257029,0.946697057,0.25090735,0.23536997,0.934171041,1
0,0,0,0,0.250965668,0,0,1
1,1,1,1,0.250939802,0.871328977,1,1
1,0,1,1,0.25093753,0,1,1
0,0,0,0.030214985,0.250944574,0.042769847,0.272966432,1
0,0,0.006383138,0.151152697,0.250971774,0,0.557824504,1
1,0,1,1,0.250838044,1,1,0
0,0,0,0,0.250768673,1,0,0
0.386033431,0,1,1,0.250843469,1,0.935986925,0
0,0.169614608,1,0.488127158,0.250838175,1,0,0
0.374583108,0,1,1,0.250828204,1,0.700934591,0
0.241687717,0,0.851887085,0.907503031,0.2512512,0,0.579953404,1
0.21560263,0,0.634302867,0.754700821,0.251242409,0,0.526121421,1
0,0,0.61672642,0.037817105,0.251251934,0.727349281,0,1
0.762715542,0,0.865767181,1,0.251209668,0,1,1
0.177822618,0,0.245705131,0.664717347,0.25121227,0.371218226,0.448768007,1
0,0.706420794,0.01969829,0,0.251298596,1,0,1
0,0,0.020037659,0.233129869,0.251280143,0,0,1
0.26476252,0,1,1,0.251261176,0,0.582005423,1
0,0,0,0,0.251302771,0,0,1
0,0,0.194617765,0.446932763,0.25126746,0,0.122880206,1
0,0.276225157,0.144878066,0,0.251247468,0,0,1
0,0,0,0,0.251333495,0.098233996,0,1
0,0,0,0,0.251280789,0.619556971,0,1
0,0,0,0.381566676,0.251194903,0.507521714,0.208189076,1
0,0,0,0,0.251275984,1,0,1
0,0.500052059,0,0,0.251331924,0,0,1
1,0,1,1,0.251240659,0,1,1
0.667642908,0,1,1,0.251253721,0,0.895163663,1
0,0,0.456128668,0.213276795,0.25126375,0,0,1
0.257811567,0.321939483,0.889336989,0.996482076,0.251252578,0.46604239,0.569333708,1
0,1,0,0,0.25124049,0,0,1
0,0.119062757,0,0,0.251267365,0.432294093,0,1
0,0,0,0,0.251232216,0,0,1
0,0.918440895,0,0.407717821,0.251202101,0,0.23355204,1
0,0,0,0,0.251244669,0,0,1
0.495667946,0,0.604844367,0.685212046,0.251178109,1,0,0
0,0,0,0,0.251073713,1,0,0
0.546402871,0,0.981428596,0.821330652,0.251168385,1,0.094808565,0
0,0.218075236,0.329577929,0.09960217,0.251057839,1,0,0
0.526891436,0,0.888561879,0.762680731,0.251120253,1,0,0
1,0,1,1,0.251610592,0.536670958,1,1
1,1,0.759482072,0.898024312,0.251586998,0,1,1
1,0,0.627470642,0.986996512,0.251545128,0,0.998541398,1
1,0.200193741,1,1,0.251517886,0,1,1
1,1,1,1,0.251543178,0.064155799,1,1
1,0,1,1,0.251564442,0,1,1
0,0,0,0,0.251650819,0.626717823,0,1
0.264198868,0,0.455686953,0.41036882,0.251572146,1,0.424381383,1
0.146349688,0,0,0.086632619,0.251612097,0,0.270785574,1
0.289269722,0,1,0.556362009,0.251621713,0.702800009,0.332697712,1
1,0.593422548,0.738163679,1,0.251565137,0.842732244,1,1
0,0,0,0,0.251643949,0,0,1
0,0.660195025,0,0,0.251584322,0.95568383,0,1
1,0,1,1,0.251564281,0.385764539,1,1
0.290013346,1,0,0.476284183,0.251590238,0,0.550623228,1
0.1645653,0,0,0.240126784,0.251574209,0.430507549,0.158890384,1
0.356668417,0.653321921,0.802752277,0.610347616,0.251601615,0.032924456,0.614518214,1
0.140862868,0.481188681,0,0.075808181,0.251654676,0,0.185290858,1
0,0.623357512,0,0,0.251647813,0.021049007,0,1
0,0,0,0,0.251626981,0,0,1
1,0,1,1,0.251551156,0.608559731,1,1
1,0,1,1,0.251606243,0.171493616,1,1
0.318993434,1,0,0.53601224,0.251584131,0,0.601357678,1
1,1,1,1,0.251601668,1,1,1
1,0,1,1,0.251566471,0,1,1
1,1,1,1,0.251528346,0.523787732,1,0
0,0,0,0,0.251408981,1,0,0
0.240434182,0,0.863699041,0.499079199,0.251475417,0.576741836,0,0
0.24270335,0,0.517452794,0.543715029,0.251435404,0.858634067,0,0
0,0,0,0,0.251458575,1,0,0
1,0,1,1,0.251863354,0,1,1
0.886951326,0,0.962485705,1,0.251918944,0,0.965132986,1
0.025794447,0,0.428676945,0.733630243,0.251930566,0,0.29574006,1
0,1,0,0,0.251950405,0,0,1
0,0,0.882098938,0.614689726,0.252016913,0.194402245,0.043453271,1
0,0,0.15802643,0,0.251994366,0,0,1
0,0,0.266078366,0.370698897,0.25193485,0,0,1
0,0,0,0,0.251938669,0,0,1
1,0,1,1,0.251867198,0,1,1
1,0,1,1,0.251916337,0,1,1
0,0,0.504212925,0.205182894,0.251985271,0,0,1
0,0,0.331343227,0.256472652,0.25192261,0,0,1
0,0,0,0.28026584,0.251941784,0,0,1
0,0,0,0,0.251973147,0,0,1
0,0,0,0.145397488,0.251914047,0,0,1
1,0,1,1,0.251960593,0,1,1
0.896980618,0,0.946707666,1,0.251935832,0,1,1
0,0,0.518395793,0.578112489,0.251942936,0,0,1
1,0,1,1,0.251912272,0,1,1
0,0,0,0.490506043,0.251904357,0,0.135216947,1
0,0,0,0,0.251962501,0,0,1
0,0.293352191,0.98019988,0.591279777,0.251971432,1,0,1
0.00492821,0,0.141313002,0.613651888,0.251911974,0,0.380613106,1
0,0,0,0,0.25196436,0,0,1
0,0,0.454867832,0.568752486,0.251940953,0,0.203436448,1
0,0,0.243859959,0,0.251853664,1,0,0
0,0,0,0,0.251858803,1,0,0
0.440414616,0,1,1,0.251831196,1,0.700917065,0
0,0,0,0,0.251824495,1,0,0
0.013481341,0,1,1,0.251835337,0.785045183,0,0
0,0,0,0.395883787,0.252312801,0,0.455960235,1
1,0,1,1,0.252286651,0.349818549,1,1
0,0,0,0.681477047,0.252325401,0,0.71346492,1
0,0,0,0.311772342,0.252300062,0,0.242143722,1
0.283668216,1,1,1,0.252223609,0.734276978,0.989943323,1
0,0,0.914281088,0.947370733,0.252316323,0.184254112,0.693408986,1
0,0,0,0.213588122,0.25226845,0,0.417475784,1
1,0,1,1,0.252268134,0,1,1
1,0.038004113,0.318281112,1,0.252278813,0,1,1
0,0.593053528,0,0,0.252302974,0.507337787,0,1
0.285520094,0,0.547528022,1,0.252276222,0,1,1
1,0,1,1,0.252322806,0,1,1
1,0.019852464,0.734601954,1,0.252306635,0,1,1
0,0,0,0.001195282,0.25236181,0,0,1
1,0,1,1,0.252226406,0,1,1
0.238480661,0.613939379,1,0.899649273,0.252231825,0.423823675,0.834360278,1
0,1,0,0,0.25230033,0,0,1
1,0.103999907,1,1,0.252252999,0,1,1
0.293105278,0.032888533,0.290214983,1,0.252262518,0,1,1
0.2506754,0,1,1,0.252291228,0,0.828580845,1
1,0,1,1,0.252312897,0.550161115,1,1
1,0,1,1,0.252221706,0,1,1
1,0.632535411,0.759381546,1,0.2522726,0,1,1
0.306833285,0.323405094,1,1,0.252337424,0,1,1
0,0,0,0,0.252300918,0,0,1
0.70777834,0,1,1,0.252192477,1,1,0
0,0.062667094,0,0,0.25213023,1,0,0
0.402466932,0,1,1,0.252207612,1,0.931982311,0
1,0,1,1,0.252160456,1,1,0
0.852634595,0,1,1,0.252191541,1,1,0
0,0,0,0,0.252650422,0.051926651,0,1
0.062863114,0,0.324383442,0.348679105,0.252686968,0,0,1
0,0,0,0,0.252689552,0,0,1
0,0,0,0,0.252677618,0,0,1
0.46714759,0,0.879580432,1,0.252637721,0,0.432416709,1
0,0,0,0,0.252693721,0,0,1
0,0,0,0,0.252656124,0,0,1
0.132957231,0,0,0.462308819,0.252675733,0,0,1
0.241914563,0,0.357453366,0.826288933,0.252641026,0,0.080614009,1
0.048651302,0,0.197430046,0.276705243,0.252593119,0,0,1
0.23394961,0,0.483092149,0.830502031,0.252668676,0,0.085974692,1
0.247122186,0,0.365323028,0.79769982,0.252626994,0,0.125598715,1
0.135014835,0,0.47110383,0.603252913,0.252648014,0.045864672,0,1
0,1,0.360676549,0,0.252712697,1,0,1
0.073521279,0,0,0.142087579,0.252644524,0,0,1
0,0,0,0,0.252671395,0,0,1
0,0,0,0,0.252689739,0,0,1
0.265739914,0,0,0.786494064,0.252673571,0,0.246559648,1
0.016324488,0,0.111508521,0.20617315,0.252624275,0,0,1
0,0,0,0,0.252631693,0,0,1
0.008072616,0,0.466857532,0.277853134,0.25261827,1,0,1
0,0,0,0,0.252635372,0,0,1
0.11059759,0,0,0.405336738,0.252646737,0.067686089,0,1
1,1,1,1,0.252551768,0,1,1
0.278287862,0,1,1,0.252684778,0,0.118951245,1
0,0,0.875236695,0.072024065,0.252523042,1,0,0
0,1,0,0,0.252497324,1,0,0
0,0,0.642722368,0,0.252523184,1,0,0
0,1,0.754745749,0.348356088,0.252597403,1,0.30125026,0
0,1,0,0,0.252523991,1,0,0
0,0,0.647420713,0.314777734,0.253066373,0.368229213,0.140098076,1
0,0.218556239,0,0,0.253063447,0,0,1
1,0,1,1,0.25302746,0.292056296,0.899284402,1
1,0,1,1,0.253043711,0,1,1
1,0,1,1,0.252975077,0,1,1
0,0,0,0,0.25302273,0,0,1
1,0,0.744994891,1,0.253036269,0,0.946472761,1
0,0,0,0,0.25305113,0.277376969,0,1
1,0,1,1,0.253029727,0,1,1
0,0.264498079,0,0.022014823,0.253079588,0,0.123079668,1
0,0,0,0,0.253077869,0,0,1
1,0,1,0.664431468,0.253102235,0.569776114,0.394555265,1
1,0,0.826440511,0.774869316,0.253008827,0,0.389075815,1
1,1,1,1,0.252941574,0.85858516,1,1
0,1,0,0,0.253054834,0,0.193464319,1
1,0,1,1,0.253029527,0,1,1
0,0,0,0,0.252990662,0,0,1
1,0.586328796,1,1,0.252979601,0.422301629,1,1
1,0,1,1,0.253017482,0,1,1
1,0.252676599,1,0.944070252,0.253023272,0.431756466,0.332746072,1
1,0,0.884469692,1,0.252966804,0,1,1
1,1,1,0.462815876,0.253086487,0,0.260247213,1
0,0,0.48945598,0.265298036,0.253106892,0,0.098697176,1
1,0.459020809,1,1,0.253041355,0,0.942017592,1
0,0,0,0,0.253013436,0,0,1
0,0,0,0,0.252918376,1,0,0
0,1,0,0,0.252935444,1,0,0
0,0,0,0,0.252934716,1,0,0
0,0,0,0,0.252889648,1,0,0
0,0,0,0,0.25293016,1,0,0
1,0,0,0.240196921,0.253344188,0,0.428610908,1
0,0,0,0,0.253462642,0,0,1
1,0,1,1,0.253430696,0.847587207,1,1
1,0,1,0.745275588,0.253409496,1,0.570327739,1
1,1,0,0,0.253360738,0,0.144000065,1
0,0,0,0,0.253468632,0.185000885,0,1
1,0,0.145712103,0.105261149,0.253475991,1,0.086974272,1
0,0,0,0,0.253485421,0,0,1
1,0,1,0.282700086,0.253438323,1,0.122828248,1
1,0,0.335987448,1,0.253354986,0,1,1
1,0,0,0,0.253371844,0,0.215946447,1
1,0.445077408,0.592460165,0.647083499,0.253376005,0.92679837,0.579358293,1
0,0,0,0,0.253444818,1,0,1
1,0,0.226972541,1,0.253421798,0,1,1
1,0,0,0.841731119,0.253353753,0,1,1
1,0,1,1,0.253399351,0,1,1
1,0,1,1,0.253400962,0.999156515,1,1
0,0,0.070775896,0,0.253453952,0.734436788,0,1
1,0.408342974,1,1,0.253402806,1,1,1
1,0,1,1,0.253464173,0.530832622,1,1
1,1,1,1,0.253360791,0.230790877,1,1
1,0,0,0.720250747,0.253407117,0,1,1
1,0,1,1,0.253414266,1,1,1
1,0,0.2595806,1,0.253414111,0.266146654,1,1
0,0,0,0,0.25344169,0,0,1
1,0,1,1,0.253283733,1,1,0
0,1,0,0,0.253208445,1,0,0
0.173952012,0,1,0.936108921,0.253285806,0.853110059,0,0
1,0,1,1,0.253293964,0.817175601,1,0
0,0,0.523602236,0.408708581,0.253286531,1,0,0
0.582946767,0,0.151158107,0.836464895,0.2537782,0.014669462,0.491189285,1
0,0,0,0,0.253775624,0,0,1
0,0,0,0,0.253788518,0.347780559,0,1
0.731325768,0.843872164,0.358795246,1,0.25382009,0,0.926736259,1
0.04977894,0,0,0.380282358,0.253816138,0.269426931,0.183226195,1
0,0,0,0.184431095,0.253796976,0,0.116598273,1
0,0,0.053785715,0,0.253860196,0.516851362,0,1
0,0,0,0,0.253836804,0,0,1
0.050683088,0,0.376677557,0.425501284,0.253829408,0,0.101006133,1
0,0,0,0,0.253760095,0,0,1
0.084528208,0,0.351392518,0.599074128,0.253830635,0,0.146556295,1
0,0,0,0,0.253759751,0,0,1
0,0,0,0,0.253843275,0,0,1
0,0,0,0,0.253803802,0,0,1
0,0,0,0,0.253817071,0,0,1
0,0,0,0,0.25374743,0,0,1
0,0,0,0,0.253815694,0,0,1
0,0,0,0,0.25379352,0,0,1
0,0,0,0,0.253793295,0.027591902,0,1
0,0,0,0,0.253836831,0,0,1
0.655834055,0,0.301529574,0.977230728,0.253766012,0.124838468,0.722413468,1
0.558763637,0,0.008051774,0.792799302,0.25374083,0,0.413471742,1
0.571973082,0,0.391050395,0.820631671,0.253768957,0,0.4314653,1
0.016233304,0,0.297551952,0.503495973,0.253845898,0.848454027,0,1
0.669265757,0,0.823701059,1,0.253794934,0.593367658,0.600177346,1
1,0,1,1,0.253733863,0.357705921,1,0
0,1,0,0,0.253603753,1,0,0
0.64508141,0,1,1,0.253632909,0.854019904,1,0
0.581920686,0,1,1,0.25362175,1,0.872473993,0
1,0,1,1,0.253636751,1,1,0
0.098437745,0,0,0.115214874,0.254246126,0,0,1
0,0,0,0,0.254223046,0,0,1
0,0,0,0,0.254214859,0,0,1
0.43109548,0,0.62417851,1,0.254194519,0.002514495,0.11350469,1
0,0,0,0,0.254268273,0,0,1
0.247541822,0.740338002,0.600246698,0.539271794,0.254210717,0,0,1
0.012716812,0,0,0,0.254223733,0,0,1
0,0,0,0,0.254265089,0.21067378,0,1
0,0,0,0,0.254213178,0.21100752,0,1
0.337388626,0,0.561092921,0.774320493,0.254222431,0,0,1
0.152933343,0,0.320149848,0.32974815,0.254264521,0,0,1
0.045547973,0,0,0,0.254178768,0,0,1
0,0,0,0,0.254226926,0,0,1
0.849770446,0,1,1,0.254179407,0,0.366449508,1
0,0,0,0,0.25421087,0,0,1
0,0,0,0,0.254289823,0,0,1
0.347397239,0,1,1,0.254292137,0.40112206,0,1
0.442152538,0,0.266644711,1,0.25417687,0,0.207384196,1
0.055907857,1,0,0.056346666,0.254280815,0.39155227,0,1
0.183861098,0,0,0.272528825,0.254197079,0,0,1
0.490690817,0,1,1,0.25422098,0,0.166614201,1
0.854193037,1,0.726767055,1,0.254099616,0,0.46128751,1
0.001438288,0,0.529960171,0.058078304,0.254286677,0.52375272,0,1
1,0,1,1,0.254191399,0,0.87780979,1
0.118792921,0,0.325696359,0.310175301,0.254250356,0.281559695,0,1
1,0,1,1,0.254116097,1,1,0
0,0,0,0,0.254142805,1,0,0
0.594015232,0,1,1,0.254169108,1,0.564277725,0
1,0,1,1,0.254102264,1,1,0
0.89662098,0,1,1,0.254130887,1,1,0
0,0,0,0,0.254707396,0,0,1
0.462503815,0,0.421038578,1,0.254706637,0,0.826953995,1
0.210724781,0,0,0.483960171,0.254651727,0,0.156203187,1
0.815841324,0,1,1,0.254649435,0,1,1
0.435677615,0,1,1,0.254610372,1,0.577864094,1
0.204319264,0,0.173335435,0.584628362,0.254699084,0,0.099803685,1
0,1,0,0,0.254763232,0,0,1
0.344554486,0,0.488531172,0.935389708,0.254677291,0.98632773,0.472758638,1
0,0,0,0,0.254613635,0,0,1
0.268097412,0,0.240716302,0.722106624,0.254643931,0,0.248400611,1
0,0,0,0,0.254677837,0.298174681,0,1
0.863875612,0,1,1,0.254591863,0.184627692,1,1
0.41221524,0,0.449712698,1,0.25463698,0.157372958,0.634910029,1
1,0,1,1,0.254603016,0,1,1
0.082074961,0,0,0.174580029,0.254629035,0,0,1
1,0,1,1,0.254617298,1,1,1
0.408867204,0,0.215420986,1,0.254655595,0,0.653276645,1
0.779263863,0,0.926415982,1,0.254671569,1,1,1
0.130755077,0,0,0.229130405,0.254635937,0,0,1
0.332315779,0,0.119456309,0.891968644,0.254645466,0,0.446538283,1
1,0,1,1,0.254656076,1,1,1
0.464767577,0,0.52906518,1,0.254665888,0,0.761500965,1
0.866479047,0,0.926269051,1,0.254556612,0,1,1
0.427613001,0,1,1,0.254684527,0.217424479,0.543142801,1
0.01827481,0,0,0,0.254654157,0,0,1
0.000820953,0,0.866113436,0.826390246,0.254561456,1,0.050815488,0
0,0,0.028764328,0.547700765,0.254496085,1,0.042005192,0
1,0,1,1,0.254539816,1,1,0
0.769771567,0,1,1,0.254553396,0.653163502,1,0
0,0,0,0,0.254473828,1,0,0
0,0,0,0,0.255098042,0.12493205,0,1
0,0.371109739,0.681273189,0.68690487,0.255047648,0,0,1
0,0,0,0,0.255117618,1,0,1
0,0,0,0,0.255127717,0,0,1
0,0,0.391403299,0.24812178,0.255088465,0.882871105,0,1
0,0,0,0,0.255135177,0,0,1
0,0.228218278,0,0,0.255067391,0,0,1
0,0,0,0,0.255133159,0,0,1
0,0,0,0,0.255068104,0.333974305,0,1
0,1,0.412559978,0.56229754,0.255006659,0,0,1
0,0,0,0,0.255111859,0,0,1
0,1,0,0,0.255199002,0.727321087,0,1
0,0,0.238887742,0.457418812,0.255116736,0.663400359,0,1
0.376357145,0,0.348445193,0.746104936,0.255121056,0.643882095,0.134036391,1
0,0,0,0,0.255100194,0.213896669,0,1
0.517986559,0,0.930135735,1,0.25507717,0.280550025,0.400292093,1
1,0,1,1,0.255038422,0,1,1
0,0,0,0.145346632,0.255094437,0.51529742,0,1
0,1,0,0,0.255070382,0,0,1
0,0,0.017474252,0,0.255091641,0.05589333,0,1
0,0,0.626817668,0.363159694,0.25507045,0.708388111,0,1
0,0,0,0,0.255119898,0,0,1
0.970621624,0,1,1,0.255058152,0,0.956717752,1
0.518225779,0,0.932285754,1,0.255082489,0,0.40462676,1
0.438633736,0,0.683144286,0.979622856,0.255083196,0,0.174845973,1
0,0,0,0,0.254981036,1,1,0
0,0,0,0,0.254984865,1,1,0
0,0,0,0.040166167,0.254994833,1,1,0
0,0,0,0,0.254998129,1,1,0
0,0,0,0,0.254986901,1,1,0
0,0,0,0,0.254992429,1,1,0
0,0,0,0,0.254998982,1,1,0
0,0,0,0,0.25499922,1,1,0
0,0,0,0,0.254999038,1,1,0
0,0,0,0,0.254994228,1,1,0
0,0,0,0,0.255562284,1,0,1
1,0,0.165926582,0.582398759,0.255519906,0.505779072,0,1
0,0,0,0,0.255547015,0.388659868,0,1
1,1,0,0.40458164,0.255525073,0,0,1
1,1,1,1,0.255548361,1,0,1
1,0,0.911745417,0.974140965,0.255547625,0.29917852,0,1
1,0,0,0.200923426,0.255506158,0.923881041,0,1
1,0,0,0.421991689,0.255543668,0.007577964,0,1
1,0,0.716032805,1,0.25548276,0.361632299,0,1
1,0,0.376876844,0,0.255598154,1,0,1
1,0,1,1,0.255561235,0.713022946,0,1
1,1,0.196094591,1,0.255514383,0,0,1
1,1,1,1,0.255575412,0.648849332,0,1
1,0,0.532030856,1,0.255525636,0.456826576,0,1
0,0,0,0,0.255522687,0.604201944,0,1
0,1,0,0,0.255609856,0,0,1
1,1,0.512763186,0.229091939,0.255582782,0.596771629,0,1
1,0,1,1,0.2555208,0.590648211,0,1
1,0,1,1,0.255475784,0.041701626,0,1
1,0,1,1,0.255615245,1,0,1
1,0.91728936,0.570560567,1,0.255585462,0,0,1
1,0,0.517077309,0.388664332,0.255513401,0.0077046,0,1
0,0,0,0,0.255555168,0.699355726,0,1
1,0.064244008,0.643924312,1,0.255509828,0.323733703,0,1
1,0,0.432209938,1,0.255492017,0,0,1
0,0,0,0,0.255375837,1,1,0
0,0,0,0,0.255361946,1,1,0
0,0,0,0,0.255379778,1,1,0
0,0,0,0,0.25536733,1,1,0
0,0,0,0,0.255393395,1,1,0
0,0,0,0,0.255381651,1,1,0
0,0,0,0,0.255380576,1,1,0
0,0,0,0,0.255384298,1,1,0
0,0,0,0,0.255381367,1,1,0
0,0,0,0,0.255388224,1,1,0
1,0,0.026046432,0.123561127,0.255986649,0.336150146,0,1
0,0,0,0,0.255891649,0,0,1
0,0,0,0,0.255888979,0,0,1
1,0,1,0.825901164,0.255939423,0,0,1
1,0,1,1,0.255849965,0,0,1
0,0,0,0,0.255945162,0,0,1
0,1,0,0,0.256037882,0.118214297,0,1
1,0,0.021087737,0,0.255976355,1,0,1
0,0,0,0,0.255949561,1,0,1
0,0,0,0,0.255958688,0.131660418,0,1
0,0,0,0,0.255915982,0.587450932,0,1
1,0.03931674,0.834530021,0.080179689,0.255949564,0.01413189,0,1
1,0,0,0,0.255916006,0,0,1
1,0,1,0.88012725,0.255983579,1,0,1
1,0,0.956385641,0.789057646,0.25591608,0.057091321,0,1
1,0,0.987315767,0.820823792,0.255953174,0,0,1
1,0,1,0.320340825,0.255961649,0.384388347,0,1
1,0.410405849,1,1,0.255957964,0,0,1
1,1,1,0.881698778,0.255960859,1,0,1
1,0,1,1,0.255981037,0.283039991,0,1
0,0,0.314682092,0,0.255979603,0.66706096,0,1
1,0,1,1,0.255944206,0,0,1
1,0.49895064,0.61551137,0.234717122,0.255872772,0.436186955,0,1
0,0,0.082568214,0,0.256015854,0.678480993,0,1
1,0,0.753478226,0.448283763,0.255914816,0.907842337,0,1
0,0,0,0,0.255767733,1,1,0
0,0,0,0,0.255781591,1,1,0
0,0,0,0,0.255779931,1,1,0
0,0,0,0,0.255760354,1,1,0
0,0,0,0,0.255758867,1,1,0
0,0,0,0,0.255766992,1,1,0
0,0,0.188917965,0.27371554,0.255787573,1,1,0
0,0,0.239562177,0.147984153,0.25577514,1,1,0
0,0,0,0,0.255770126,1,1,0
0,0,0.154206255,0.109902666,0.255789642,1,1,0
1,0,0,0.339511729,0.256297557,1,0,1
0,0.358278851,0,0,0.256292105,0,0,1
1,1,1,1,0.256329056,1,0,1
0,0,0,0,0.256380826,0,0,1
1,0,0.320127742,0.37275775,0.256329581,1,0,1
0,0,0,0,0.256357879,1,0,1
1,0,0.571973436,0.546647747,0.256322131,0.004295334,0,1
1,0,0.798224722,1,0.256347356,0,0,1
0,0,0.18279493,0.039103994,0.256303267,1,0,1
0,0.232633984,0,0,0.256263608,0,0,1
1,0.078527304,0.024632802,0.690943655,0.256305373,0,0,1
1,0,1,1,0.256399949,0,0,1
0,0.216222377,0.32108553,0,0.25636076,0.933811183,0,1
1,0,1,1,0.256336496,1,0,1
0,0,0,0,0.256372267,1,0,1
0,0,0,0,0.256339277,1,0,1
1,0,0.369080902,0.291340958,0.256287443,0.137796197,0,1
1,0,1,1,0.256357489,1,0,1
1,0,1,1,0.256377832,1,0,1
1,0,0.970598275,1,0.256332491,0,0,1
1,0,1,1,0.256374509,1,0,1
1,0,1,0.483479444,0.256407565,0.921850735,0,1
1,0,1,1,0.256367351,1,0,1
0,0,0,0,0.256411493,0,0,1
1,0.249414818,1,1,0.256269851,1,0,1
0,0,0,0,0.256159337,1,1,0
0,0,0,0,0.256175815,1,1,0
0,0,0,0,0.256175461,1,1,0
0,0,0,0,0.256183692,1,1,0
0,0,0,0,0.256169243,1,1,0
0,0,0,0,0.256165305,1,1,0
0,0,0,0,0.256179161,1,1,0
0,0,0.12505177,0.09609843,0.256181879,1,1,0
0,0,0,0,0.256173057,1,1,0
0,0,0,0,0.256163343,1,1,0
1,0,0,0.657979941,0.256726979,0,0,1
1,0,0.474028185,0.235860884,0.256808238,0.902111765,0,1
1,0,1,1,0.256761928,1,0,1
0,0,0,0,0.256820873,0,0,1
1,0,0.341818878,0.4356701,0.256797206,0.893299283,0,1
0,1,0,0,0.256762878,1,0,1
0,0,0,0,0.256806112,0.288615287,0,1
0,0,0,0,0.256826175,0,0,1
1,0,0.83836035,0.689333702,0.256739045,0,0,1
0,1,0,0,0.256747401,0.002697109,0,1
1,0,0.148786926,0.370072559,0.256754244,0.768593534,0,1
0,0,0.092199742,0.022580397,0.256718387,0.101120203,0,1
0,0,0,0,0.256786137,0,0,1
0,0,0,0,0.256759381,0,0,1
1,0,1,1,0.256747109,0.866185591,0,1
1,0,0.818943755,0.901978089,0.256737655,0.613041807,0,1
1,0,1,1,0.256751871,0.081235495,0,1
1,0,0.170485368,0.591513312,0.256765474,0.166727471,0,1
1,0,0.96102005,0.591675579,0.256738901,1,0,1
0,1,0,0,0.256703778,0,0,1
1,0,1,1,0.256715876,1,0,1
