ASF,FG,MN,ED,INV_LOG,JC,ND,STD,Y
0.0,1.0,0.0,0.0,0.1276557177270086,1.0,0.0,0.0
1.0,0.0,0.0,0.07816448294314937,0.12704028085948235,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.1270408606410399,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.12704215615679637,0.0,1.0,1.0
1.0,0.0,0.1104723477148784,0.5007173906423837,0.1270416565447056,0.0,0.4811376425050295,1.0
1.0,0.0,0.0,0.0,0.12704144528020814,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.12704039248843751,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.12703999586469367,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.12704226098064592,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.12704015494459645,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.12704018524082547,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.1270428263644931,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.1270404935236693,0.0,0.0,1.0
1.0,0.0,0.8751874406352103,0.9023984116156899,0.12704207219756952,0.0,0.8879856880362249,1.0
1.0,0.0,0.0,0.0,0.12704110660129006,0.0,0.0,1.0
1.0,0.0,0.0,0.15945994666329244,0.1270417874832412,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.1270400719697542,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.12704129467734737,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.12703990018678327,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.12704125600075272,0.0,0.0,1.0
1.0,0.0,0.0,0.6027283396376829,0.12704171033222567,0.0,0.6191447325818084,1.0
1.0,0.0,1.0,1.0,0.12704128859532846,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.12703978226842416,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.1270430696610578,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.12704070068816944,0.0,0.0,1.0
1.0,0.0,0.0,0.001583281616330534,0.127040562613904,0.0,0.020528045889271263,1.0
0.0,1.0,0.0,0.0,0.12765404622416882,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.1270422092791145,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.1270418724627552,0.0,0.0,1.0
1.0,0.0,0.7271645149986805,0.5791476625450921,0.1270398745035634,0.0,0.6309278543533681,1.0
1.0,0.0,0.34740079341261376,0.40558881973600414,0.12704260659867211,0.0,0.32857081353949824,1.0
1.0,0.0,0.6246142814337227,0.45630933479303204,0.127041475363188,0.0,0.2687843968039599,1.0
1.0,0.0,1.0,1.0,0.12704196599308695,0.0,1.0,1.0
1.0,0.0,1.0,1.0,0.12704307119775762,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.1270414950120875,0.0,0.0,1.0
1.0,0.0,0.5422238981119476,0.6249244188484132,0.12704116875385976,0.0,0.624656178658232,1.0
1.0,0.0,0.0,0.0,0.1270405033711309,0.0,0.0,1.0
1.0,0.0,0.5112007191865361,0.28771851053560427,0.1270428852723058,0.0,0.14285669831553216,1.0
1.0,0.0,1.0,1.0,0.12704204180896903,0.0,1.0,1.0
1.0,0.0,0.41578561177319756,0.5090377989506749,0.1270420862253464,0.0,0.4851165359101256,1.0
1.0,0.0,0.6623732646990882,1.0,0.12704302253643565,0.0,1.0,1.0
1.0,0.0,0.5270912071435041,0.42429100497261657,0.12704099003329986,0.0,0.3359723427331387,1.0
1.0,0.0,1.0,1.0,0.12704199683383302,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.1270407405642209,0.0,0.0,1.0
1.0,0.0,0.6421311943300607,0.3876153761338259,0.12704229836998812,0.0,0.39157149995232243,1.0
1.0,0.0,0.0,0.0,0.1270419086325765,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.127042034786745,0.0,1.0,1.0
1.0,0.0,0.6486203732121228,0.9550664491064016,0.1270420007913621,0.0,0.9812675471227428,1.0
0.0,0.0,0.0,0.0,0.12704077171653147,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.12704382042889048,0.0,1.0,1.0
1.0,0.0,0.4069702711064769,0.7003189563865182,0.127041104036461,0.0,0.6321646400036602,1.0
1.0,0.0,1.0,1.0,0.12704202462771666,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.1276612647253669,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.12703941753413978,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.1270426130630999,0.0,1.0,1.0
1.0,0.0,0.5289522626596591,0.5782254790055014,0.12704079566248888,0.0,0.6063353834146206,1.0
1.0,0.0,0.5161590173749089,0.6608752179821811,0.12704134514024248,0.0,0.7063301758698697,1.0
1.0,0.0,1.0,1.0,0.12704221777761823,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.12703973588371006,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.12703989048138345,0.0,0.0,1.0
1.0,0.0,0.3817119136576873,0.46403918537542116,0.1270404976929127,0.0,0.5463601326310441,1.0
1.0,0.0,0.0,0.0,0.12703933224558692,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.12703887353058932,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.127039433921168,0.0,0.0,1.0
1.0,0.0,1.0,0.9707199724929313,0.12704128110297036,0.0,0.9862219819529675,1.0
1.0,0.0,0.17943008105116637,0.0,0.12703869871265058,0.0,0.13247026765450642,1.0
1.0,0.0,0.0,0.007712197378685726,0.12703933753185964,0.0,0.08044505445443745,1.0
